,cement,slag,flyash,water,superplasticizer,coarseaggregate,fineaggregate,age,cement-water,cement-coarseaggregate,cement-fineaggregate,slag-cement,slag-water,slag-coarseaggregate,slag-fineaggregate,flyash-cement,flyash-water,flyash-coarseaggregate,flyash-fineaggregate,water-cement,water-coarseaggregate,water-fineaggregate,superplasticizer-cement,superplasticizer-water,superplasticizer-coarseaggregate,superplasticizer-fineaggregate,coarseaggregate-cement,coarseaggregate-water,coarseaggregate-fineaggregate,fineaggregate-cement,fineaggregate-water,fineaggregate-coarseaggregate,clase,fitness,grupo_cruce,seleccionado,con_mutacion,fila
25,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,P,-3399.129220233014,0.0,1.0,0.0,47.0
26,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,P,-3400.029056591943,0.0,1.0,0.0,48.0
27,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,P,-3400.9642135782087,0.0,1.0,0.0,49.0
28,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,P,-3401.9020114933555,0.0,1.0,0.0,50.0
29,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,P,-3404.544618847529,0.0,1.0,0.0,51.0
30,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,P,-3401.398706880377,0.0,1.0,0.0,52.0
31,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,P,-3398.4572054003875,0.0,1.0,0.0,53.0
32,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,P,-3407.6867560666024,0.0,1.0,0.0,54.0
33,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,P,-3402.854919029678,0.0,1.0,0.0,55.0
34,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,P,-3400.5528298028066,0.0,1.0,0.0,56.0
35,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,P,-3401.168262494374,0.0,1.0,0.0,57.0
36,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,P,-3398.2520946398317,0.0,1.0,0.0,58.0
37,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,P,-3401.064220626625,0.0,1.0,0.0,59.0
38,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,P,-3397.474721512557,0.0,1.0,0.0,60.0
39,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,P,-3406.0289934344128,0.0,1.0,0.0,61.0
40,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,P,-3400.4506939275016,0.0,1.0,0.0,62.0
41,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,P,-3398.1668056138496,0.0,1.0,0.0,63.0
42,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,P,-3393.3527931864646,0.0,1.0,0.0,64.0
43,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,P,-3396.3472174442977,0.0,1.0,0.0,65.0
44,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,P,-3402.9563690323394,0.0,1.0,0.0,66.0
45,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,P,-3399.7601305485587,0.0,1.0,0.0,67.0
46,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,P,-3397.1940965191907,0.0,1.0,0.0,68.0
47,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,P,-3401.6403073645524,0.0,1.0,0.0,69.0
48,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,P,-3402.103279072936,0.0,1.0,0.0,70.0
49,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,P,-3405.535369080809,7.0,1.0,0.0,71.0
50,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,P,-3400.1940735240223,0.0,1.0,0.0,72.0
51,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,P,-3396.2235525550022,0.0,1.0,0.0,73.0
52,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,P,-3401.303692068447,0.0,1.0,0.0,74.0
53,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,P,-3404.1759781757155,0.0,1.0,0.0,75.0
54,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,P,-3392.9282771909448,0.0,1.0,0.0,76.0
55,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,P,-3397.746465074284,0.0,1.0,0.0,77.0
56,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,P,-3402.8515536132954,0.0,1.0,0.0,78.0
57,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,P,-3390.9473765616276,0.0,1.0,0.0,79.0
58,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,P,-3396.122310472195,0.0,1.0,0.0,80.0
59,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,P,-3400.1614106761463,0.0,1.0,0.0,81.0
60,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,P,-3402.7501608000803,0.0,1.0,0.0,82.0
61,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,P,-3397.6695824227018,0.0,1.0,0.0,83.0
62,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,P,-3396.550075052016,0.0,1.0,0.0,84.0
63,0,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,P,-3403.9268554297178,0.0,1.0,0.0,85.0
64,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,1,0,P,-3399.9589650568732,0.0,1.0,0.0,86.0
65,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,P,-3398.9043226187923,0.0,1.0,0.0,87.0
66,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,P,-3391.799972152633,0.0,1.0,0.0,88.0
67,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,P,-3396.951320336604,0.0,1.0,0.0,89.0
68,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,P,-3404.935275520318,0.0,1.0,0.0,90.0
69,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,P,-3394.750403546207,0.0,1.0,0.0,91.0
70,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,P,-3396.8475184498857,0.0,1.0,0.0,92.0
71,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,P,-3390.8702191922384,0.0,1.0,0.0,93.0
72,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,P,-3397.880801739916,0.0,1.0,0.0,94.0
73,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,P,-3394.0061474708673,0.0,1.0,0.0,95.0
74,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,P,-3404.730833051294,52.0,1.0,0.0,96.0
75,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,P,-3402.332818238043,0.0,1.0,0.0,97.0
76,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,P,-3401.577841865931,0.0,1.0,0.0,98.0
77,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,P,-3396.9851500979157,0.0,1.0,0.0,99.0
78,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,P,-3390.7913455770013,0.0,1.0,0.0,100.0
79,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,P,-3398.1905892327877,0.0,1.0,0.0,101.0
80,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,P,-3404.5229779680867,51.0,1.0,0.0,102.0
81,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,P,-3392.6526272501687,0.0,1.0,0.0,103.0
82,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,P,-3403.573133569952,0.0,1.0,0.0,104.0
83,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,P,-3394.489793829938,0.0,1.0,0.0,105.0
84,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,P,-3396.268230456316,0.0,1.0,0.0,106.0
85,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,P,-3406.4742564339876,10.0,1.0,0.0,107.0
86,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,P,-3404.5229779680867,50.0,1.0,0.0,108.0
87,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,P,-3399.4586996936823,1.0,0.0,1.0,1.0
88,0,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,P,-3403.1891792434135,2.0,0.0,1.0,1.0
89,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,P,-3402.502999923736,3.0,0.0,1.0,1.0
90,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,P,-3393.436877076847,4.0,0.0,1.0,1.0
91,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,P,-3400.27821613165,5.0,0.0,1.0,1.0
92,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,P,-3402.9381300936484,6.0,0.0,1.0,1.0
93,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,P,-3404.544618847529,7.0,53.0,1.0,1.0
94,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,P,-3399.997894844493,8.0,0.0,1.0,1.0
95,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,P,-3404.899603586743,9.0,0.0,1.0,1.0
96,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,P,-3396.841639328077,10.0,0.0,1.0,1.0
97,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,P,-3398.1813881404496,11.0,0.0,1.0,1.0
98,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,P,-3406.435907579211,12.0,17.0,1.0,1.0
99,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,P,-3406.066734835834,13.0,17.0,1.0,1.0
100,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,P,-3404.4857637556643,14.0,0.0,1.0,1.0
101,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,P,-3400.1648314984486,15.0,0.0,1.0,1.0
102,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,P,-3393.9024611131854,16.0,0.0,1.0,1.0
103,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,P,-3406.435907579211,17.0,22.0,1.0,1.0
104,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,P,-3404.5905936555364,18.0,36.0,1.0,1.0
105,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,P,-3401.707560222807,19.0,0.0,1.0,1.0
106,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,P,-3390.4378042438257,20.0,0.0,1.0,1.0
107,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,P,-3400.226215544847,21.0,0.0,1.0,1.0
